original.publication.short,setting,ecosystem.type,dimensionality,arena.size,experimental.duration.seconds,temperature.degree.celcius,predator.species,predator.met.group,predator.ana.group,consumption.type,predation.strategy,predator.mass.mg,prey.species,prey.mass.mg,attack.rate,handling.time,Starvation.Y.N,Starvation.time.seconds,original.publication.full,from.meta.study
Vucic-Pestic.2010.GlobChangeBiol,lab,terrestrial,2D,0.04,86400,10,Harpalus ruﬁpes,invert,invertebrate,carnivore,predator,122.77,Drosophila hydei,1.42,0.0000000222221361779567,3067.61113096196,Y,259200,"Vucic-Pestic, O., Ehnes, R.B., Rall, B.C. & Brose, U. (2011): Warming up the system: higher predator feeding rates but lower energetic efﬁciencies; Global Change Biology 17; 1301-1310",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.GlobChangeBiol,lab,terrestrial,2D,0.04,86400,15,Harpalus ruﬁpes,invert,invertebrate,carnivore,predator,121.82,Drosophila hydei,1.42,0.0000000777778359557033,4740.85356603213,Y,259200,"Vucic-Pestic, O., Ehnes, R.B., Rall, B.C. & Brose, U. (2011): Warming up the system: higher predator feeding rates but lower energetic efﬁciencies; Global Change Biology 17; 1301-1310",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.GlobChangeBiol,lab,terrestrial,2D,0.04,86400,20,Harpalus ruﬁpes,invert,invertebrate,carnivore,predator,117.57,Drosophila hydei,1.42,0.000000222221494224901,2966.19598475541,Y,259200,"Vucic-Pestic, O., Ehnes, R.B., Rall, B.C. & Brose, U. (2011): Warming up the system: higher predator feeding rates but lower energetic efﬁciencies; Global Change Biology 17; 1301-1310",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.GlobChangeBiol,lab,terrestrial,2D,0.04,86400,25,Harpalus ruﬁpes,invert,invertebrate,carnivore,predator,120.68,Drosophila hydei,1.42,0.000000177777353956478,3777.46557444523,Y,259200,"Vucic-Pestic, O., Ehnes, R.B., Rall, B.C. & Brose, U. (2011): Warming up the system: higher predator feeding rates but lower energetic efﬁciencies; Global Change Biology 17; 1301-1310",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.GlobChangeBiol,lab,terrestrial,2D,0.04,86400,30,Harpalus ruﬁpes,invert,invertebrate,carnivore,predator,124.53,Drosophila hydei,1.42,0.000000177777895111074,1394.36483070556,Y,259200,"Vucic-Pestic, O., Ehnes, R.B., Rall, B.C. & Brose, U. (2011): Warming up the system: higher predator feeding rates but lower energetic efﬁciencies; Global Change Biology 17; 1301-1310",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.GlobChangeBiol,lab,terrestrial,2D,0.04,86400,5,Pterostichus melanarius,invert,invertebrate,carnivore,predator,151.23,Drosophila hydei,1.42,0.000000177777315556295,1647.88897183263,Y,259200,"Vucic-Pestic, O., Ehnes, R.B., Rall, B.C. & Brose, U. (2011): Warming up the system: higher predator feeding rates but lower energetic efﬁciencies; Global Change Biology 17; 1301-1310",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.GlobChangeBiol,lab,terrestrial,2D,0.04,86400,10,Pterostichus melanarius,invert,invertebrate,carnivore,predator,145.7,Drosophila hydei,1.42,0.000000244444319289017,1622.53438053,Y,259200,"Vucic-Pestic, O., Ehnes, R.B., Rall, B.C. & Brose, U. (2011): Warming up the system: higher predator feeding rates but lower energetic efﬁciencies; Global Change Biology 17; 1301-1310",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.GlobChangeBiol,lab,terrestrial,2D,0.04,86400,15,Pterostichus melanarius,invert,invertebrate,carnivore,predator,145.91,Drosophila hydei,1.42,0.000000188889163911529,1318.30994352677,Y,259200,"Vucic-Pestic, O., Ehnes, R.B., Rall, B.C. & Brose, U. (2011): Warming up the system: higher predator feeding rates but lower energetic efﬁciencies; Global Change Biology 17; 1301-1310",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.GlobChangeBiol,lab,terrestrial,2D,0.04,86400,20,Pterostichus melanarius,invert,invertebrate,carnivore,predator,147.23,Drosophila hydei,1.42,0.000000433333650533849,1546.48025269982,Y,259200,"Vucic-Pestic, O., Ehnes, R.B., Rall, B.C. & Brose, U. (2011): Warming up the system: higher predator feeding rates but lower energetic efﬁciencies; Global Change Biology 17; 1301-1310",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.GlobChangeBiol,lab,terrestrial,2D,0.04,86400,25,Pterostichus melanarius,invert,invertebrate,carnivore,predator,146.61,Drosophila hydei,1.42,0.000000466666666666667,1216.9007853975,Y,259200,"Vucic-Pestic, O., Ehnes, R.B., Rall, B.C. & Brose, U. (2011): Warming up the system: higher predator feeding rates but lower energetic efﬁciencies; Global Change Biology 17; 1301-1310",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.GlobChangeBiol,lab,terrestrial,2D,0.04,86400,30,Pterostichus melanarius,invert,invertebrate,carnivore,predator,150.53,Drosophila hydei,1.42,0.000000477777565644609,938.027857588836,Y,259200,"Vucic-Pestic, O., Ehnes, R.B., Rall, B.C. & Brose, U. (2011): Warming up the system: higher predator feeding rates but lower energetic efﬁciencies; Global Change Biology 17; 1301-1310",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.JAnimEcol,lab,terrestrial,2D,0.04,86400,15,Abax parallelepipedus,invert,invertebrate,carnivore,predator,302,Alphitobius diaperinus,23.26,0.00000172000457712833,371.452306381915,Y,604800,"Vucic-Pestic, O., Rall, B.C., Kalinkat, G. & Brose, U. (2010): Allometric functional response model: body masses constrain interaction strengths; Journal of Animal Ecology 79; 249-256",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.JAnimEcol,lab,terrestrial,2D,0.04,86400,15,Calathus fuscipes,invert,invertebrate,carnivore,predator,71.52,Alphitobius diaperinus,23.26,0.00000107999864137687,1931.55933618548,Y,604800,"Vucic-Pestic, O., Rall, B.C., Kalinkat, G. & Brose, U. (2010): Allometric functional response model: body masses constrain interaction strengths; Journal of Animal Ecology 79; 249-256",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.JAnimEcol,lab,terrestrial,2D,0.04,86400,15,Harpalus ruﬁpes,invert,invertebrate,carnivore,predator,129.1,Alphitobius diaperinus,23.26,0.00000203999132822662,1522.96050900654,Y,604800,"Vucic-Pestic, O., Rall, B.C., Kalinkat, G. & Brose, U. (2010): Allometric functional response model: body masses constrain interaction strengths; Journal of Animal Ecology 79; 249-256",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.JAnimEcol,lab,terrestrial,2D,0.04,86400,15,Pterostichus melanarius,invert,invertebrate,carnivore,predator,158.02,Alphitobius diaperinus,23.26,0.000004713334100287,928.632771797082,Y,604800,"Vucic-Pestic, O., Rall, B.C., Kalinkat, G. & Brose, U. (2010): Allometric functional response model: body masses constrain interaction strengths; Journal of Animal Ecology 79; 249-256",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.JAnimEcol,lab,terrestrial,2D,0.04,86400,15,Pterostichus oblongopunctatus,invert,invertebrate,carnivore,predator,69.65,Alphitobius diaperinus,23.26,0.000004493341067788,2303.00469752619,Y,604800,"Vucic-Pestic, O., Rall, B.C., Kalinkat, G. & Brose, U. (2010): Allometric functional response model: body masses constrain interaction strengths; Journal of Animal Ecology 79; 249-256",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.JAnimEcol,lab,terrestrial,2D,0.04,86400,15,Trochosa terricola juv,invert,invertebrate,carnivore,predator,11.41,Drosophila hydei,1.42,0.00000219333778668448,28597.1709276356,Y,604800,"Vucic-Pestic, O., Rall, B.C., Kalinkat, G. & Brose, U. (2010): Allometric functional response model: body masses constrain interaction strengths; Journal of Animal Ecology 79; 249-256",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.JAnimEcol,lab,terrestrial,2D,0.04,86400,15,Trochosa terricola3mgbaby,invert,invertebrate,carnivore,predator,3.45,Drosophila hydei,1.42,0.00000140666109918533,57194.5741108989,Y,604800,"Vucic-Pestic, O., Rall, B.C., Kalinkat, G. & Brose, U. (2010): Allometric functional response model: body masses constrain interaction strengths; Journal of Animal Ecology 79; 249-256",Rall.2012.Phil.Trans.R.Soc.B
Vucic-Pestic.2010.Pedobiologia,lab,terrestrial,2D,0.005281,86400,18,Pardosa lugubris,invert,invertebrate,carnivore,predator,25.77,Heteromurus nitidus,0.15,0.000000195104092039277,6000.006000006,Y,86400,"Vucic-Pestic, O., Birkhofer, K., Rall, B.C., Scheu, S. & Brose, U. (2010): Habitat structure and prey aggregation determine the functional response in a soil predator–prey interaction; Pedobiologia 53; 307-312",Rall.2012.Phil.Trans.R.Soc.B
Wei.1997.ExpApplAcarol,lab,terrestrial,2D,0.00045,86400,25,Typhlodromus pyri,invert,invertebrate,carnivore,predator,0.00705,Panonychus ulmi,0.00077,0.000000094271199859254,10098687.4029074,Y,86400,"Wei, Q.C. & Walde, S.J. (1997): The functional response of Typhlodromus pyri to its prey, Panonychus ulmi: the effect of pollen; Experimental & Applied Acarology 10; 677-684",Rall.2012.Phil.Trans.R.Soc.B
Wei.1997.ExpApplAcarol,lab,terrestrial,2D,0.00045,86400,25,Typhlodromus pyri,invert,invertebrate,carnivore,predator,0.00705,Panonychus ulmi,0.00077,0.0000000161458852099015,9537632.73285033,Y,86400,"Wei, Q.C. & Walde, S.J. (1997): The functional response of Typhlodromus pyri to its prey, Panonychus ulmi: the effect of pollen; Experimental & Applied Acarology 10; 677-684",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,15,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.0095,0.0000000124999949056631,171598.787620246,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,30,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.0095,0.0000000347222585756654,61038.3974246679,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,25,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.0095,0.0000000218749687316211,53498.5225045547,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,20,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.0095,0.0000000184028134241094,71611.974811204,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,35,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.0095,0.0000000468749478860187,53498.5225045547,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,35,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.03565,0.0000000774304105304078,32750.8618213252,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,30,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.03565,0.0000000364584275371523,39089.6941352416,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,20,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.03565,0.0000000208333672956487,45727.5871638803,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,25,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.03565,0.0000000368055265506047,36172.5715908953,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,15,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.03565,0.0000000156249929687588,100981.686395577,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,15,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.0551,0.000000013541691041691,65335.7009074828,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,35,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.0551,0.0000000600693880314108,34088.2451332886,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,30,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.0551,0.0000000375,41264.6688418512,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,25,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.0551,0.0000000475693681121742,36466.4804578775,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,20,Coccinella septempunctata,invert,invertebrate,carnivore,predator,1.16,Aphis gossypii,0.0551,0.0000000229165974732701,50582.5603593094,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,30,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.0095,0.000000053125054747147,34712.7063605307,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,35,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.0095,0.0000000774307292417886,41718.9457205227,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,25,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.0095,0.0000000416667061403717,39889.1798804561,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,15,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.0095,0.0000000180555475308678,84210.5263157895,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,20,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.0095,0.0000000326388579678466,43515.51393345,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,20,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.03565,0.0000000329860884331526,25245.4670406985,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,25,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.03565,0.0000000361111570706987,18360.2945997398,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,30,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.03565,0.0000000784724553539104,23529.7248484565,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,15,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.03565,0.000000021875024516534,45727.5871638803,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,35,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.03565,0.000000105555053907139,23995.6978593222,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,20,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.0551,0.0000000354166374479641,32667.8504537414,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,30,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.0551,0.000000110763891956196,24123.9644652556,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,35,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.0551,0.00000012361097761117,26134.3179963809,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,25,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.0551,0.0000000444443530160402,22400.8347805486,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,15,Coccinella septempunctata,invert,invertebrate,carnivore,predator,6.08,Aphis gossypii,0.0551,0.000000015624970566905,36466.4804578775,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,15,Coccinella septempunctata,invert,invertebrate,carnivore,predator,16.01,Aphis gossypii,0.0095,0.000000027777760078669,40242.209812419,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,30,Coccinella septempunctata,invert,invertebrate,carnivore,predator,16.01,Aphis gossypii,0.0095,0.000000078819463018208,27476.5357254039,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,35,Coccinella septempunctata,invert,invertebrate,carnivore,predator,16.01,Aphis gossypii,0.0095,0.000000104166556010965,29818.8312181097,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,20,Coccinella septempunctata,invert,invertebrate,carnivore,predator,16.01,Aphis gossypii,0.0095,0.0000000493055796673727,28510.1439805036,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,25,Coccinella septempunctata,invert,invertebrate,carnivore,predator,16.01,Aphis gossypii,0.0095,0.0000000677083676359206,30115.0258469738,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,15,Coccinella septempunctata,invert,invertebrate,carnivore,predator,16.01,Aphis gossypii,0.03565,0.0000000312499551991666,21447.4610500971,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,30,Coccinella septempunctata,invert,invertebrate,carnivore,predator,16.01,Aphis gossypii,0.03565,0.0000000975691999851781,13316.2863561916,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,35,Coccinella septempunctata,invert,invertebrate,carnivore,predator,16.01,Aphis gossypii,0.03565,0.000000111458278707672,11997.8489296611,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,20,Coccinella septempunctata,invert,invertebrate,carnivore,predator,16.01,Aphis gossypii,0.03565,0.0000000506943585621238,14256.2682690959,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,25,Coccinella septempunctata,invert,invertebrate,carnivore,predator,16.01,Aphis gossypii,0.03565,0.0000000704861013011882,12492.591814975,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,20,Coccinella septempunctata,invert,invertebrate,carnivore,predator,16.01,Aphis gossypii,0.0551,0.0000000552083563368151,14519.056261343,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
Xia.2003.EnvironEntomol,lab,terrestrial,2D,0.003,86400,30,Coccinella septempunctata,invert,invertebrate,carnivore,predator,16.01,Aphis gossypii,0.0551,0.000000113194283058331,15525.3471630642,Y,43200,"Xia, J.Y., Rabbinge, R. & Van der Werf, W. (2003): Multistage functional responses in a ladybeetle-aphid system: Scaling up from the laboratory to the field; Environmental Entomology 32; 151-162",Rall.2012.Phil.Trans.R.Soc.B
